Trace Statistic,Critical Value 95%
268.475681800813,125.6185
148.58579524756004,95.7542
74.4199110509228,69.8189
43.63556176040443,47.8545
24.23322441587036,29.7961
9.141290638597338,15.4943
1.6470229088767887,3.8415
