,coint_1,coint_2,coint_3,coint_4,coint_5,coint_6
GDP_Growth,1.0000000000007967,5.411523651636887e-14,3.237011770329195e-14,7.930906833899565e-15,2.015349441373159e-15,6.936813703646499e-13
Capital_Formation_lag1,4.211716125499756e-12,1.0000000000003977,2.305156686990701e-13,9.797288035997461e-14,-2.682331898637371e-13,9.595827871744722e-12
Inflation_lag1,-7.97972989499368e-14,-2.36710582389221e-14,1.0000000000000782,3.7329078250829374e-16,2.34931530307257e-13,1.4900991567281613e-12
Exchange_Rate_lag1,5.9471366160768054e-12,4.466056486785734e-13,1.1045340095777442e-13,0.9999999999999621,-5.092785700766651e-13,-7.719683772883361e-13
Government_Debt_lag1,-2.8230878132075114e-13,-7.446622122459717e-14,8.61503594327933e-14,-2.121896725375801e-14,1.0000000000000466,6.505307192105264e-13
Trade_Balance_lag1,-4.933799069548631e-13,-2.3868982070156635e-14,6.531192386767489e-15,-6.093816809969886e-15,-7.78488625088833e-15,0.9999999999991073
Reserves_lag1,12391.413906985448,1025.9964762127986,1154.0150048780306,217.37445888503746,-891.4550031353484,17346.503669617403
