Trace Statistic,Critical Value 95%
291.1142750476041,125.6185
194.90956501088382,95.7542
122.10225663536964,69.8189
65.89383475423594,47.8545
38.15498919497118,29.7961
16.444389507248154,15.4943
6.391970250059298,3.8415
