,coint_1,coint_2,coint_3,coint_4
GDP_Growth,-0.8409341951918167,5.8397914964431035,3.8151407720448702,8.574551027663698
Capital_Formation_lag1,-0.053497875709654634,-0.8807808127294917,0.21009368686904892,-0.5883385663361643
Inflation_lag1,-0.049770515688857146,-1.6862692217165667,0.12519903061555188,-0.7847493632137746
Exchange_Rate_lag1,0.0013748174345005514,-0.04610516770497947,0.023672220657297946,-0.15229248150294503
Government_Debt_lag1,-0.01320598648918436,-1.0627708645650054,-0.10396733156847021,0.41430202538360583
Trade_Balance_lag1,-0.05725761148599956,6.155237967514946,1.1960704261787607,4.960462153818777
Reserves_lag1,-0.016126203209250012,0.3413649075173845,0.18134386425665172,0.17511641157490362
