variable,count,mean,std,min,max
GDP_Growth,22,0.04622464030260473,0.756807588675855,-1.5035238000414468,1.2390136809287284
Capital_Formation_lag1,22,-0.008715831415267954,0.10803981634793103,-0.22311890854677552,0.13100808824836108
Inflation_lag1,22,0.02604276411469163,0.302123112387505,-0.3443844552743891,0.9823496149665822
Exchange_Rate_lag1,22,0.016202499396883372,0.07633480352151739,-0.07659872979043181,0.24829411731860218
Government_Debt_lag1,22,0.011234868927433951,0.07929346268826581,-0.11708225693226026,0.15970795402320226
Trade_Balance_lag1,22,-0.0313958405537563,0.5191719458815145,-0.923064114099784,0.9911834858324697
Reserves_lag1,22,-0.025580571630028925,0.20375046151962606,-0.6513748634253496,0.3589534470536577
