variable,count,mean,std,min,max
GDP_Growth,21,-0.13268354444040562,2.7251452411200012,-5.1455029713458185,4.906222051704976
Capital_Formation_lag1,21,-0.0797516645835388,0.2937288859419392,-0.7838600534994236,0.3803917425984644
Inflation_lag1,21,0.2056501986004562,0.7695290666221842,-1.3487240324795744,1.9670023453378847
Exchange_Rate_lag1,21,0.03244096694640979,0.08667282223172847,-0.10488992197155245,0.2331134638191914
Government_Debt_lag1,21,0.011631735860356384,0.11522206607794827,-0.18903162661898953,0.2793946549244781
Trade_Balance_lag1,21,-0.046886673452477406,2.122800630126137,-5.51348041056024,2.479210524997245
Reserves_lag1,21,0.05899944679485786,0.4895237321433358,-0.577611958598566,1.2692474553599125
