,coint_1
GDP_Growth,1.0
Capital_Formation_lag1,-8.93211156110966
Inflation_lag1,1.8115945040713688
Exchange_Rate_lag1,141.3514624689348
Government_Debt_lag1,85.97631821207227
Trade_Balance_lag1,-25.934536783040546
Reserves_lag1,-90.8016603318276
