,GDP_Growth,Capital_Formation_lag1,Inflation_lag1,Exchange_Rate_lag1,Government_Debt_lag1,Trade_Balance_lag1,Reserves_lag1
GDP_Growth,,0.3332736797967979,0.8366133716034427,0.22056720047030348,9.064203799216145e-06,0.4794097401250158,0.0667695651216918
Capital_Formation_lag1,0.506686134909463,,0.5373204036964778,0.05895607716059793,0.4950806427653865,0.00010906227369351626,0.14391680600696366
Inflation_lag1,0.8543075868329174,0.40624642682246737,,0.21074004227749693,0.03787407566430569,0.2871153452326322,0.5441684532730493
Exchange_Rate_lag1,0.7991373165749656,0.46658271409763485,0.29386216329137077,,0.3384766400954774,0.006957626351363692,0.036204984769057265
Government_Debt_lag1,0.2747383125679389,0.23630217854238564,0.10994606214352894,0.01476662558183848,,0.02757045152234192,0.0029949604660152026
Trade_Balance_lag1,0.05448657537742234,0.04290556062234807,0.17124432058250533,0.01418578098768405,0.0049267032526235256,,0.25055134894308967
Reserves_lag1,0.15065569152197064,0.06176749999283458,0.4000751632395012,0.13904828710223702,0.23332624424070617,0.007528796717075819,
