source,target,support,methods,weight_sum,sign_majority
Capital_Formation__t-1,GDP_Growth__t,2,"granger,var",8.22669082888232,unknown
Exchange_Rate__t-1,GDP_Growth__t,1,var,0.163134980000857,unknown
Inflation__t-1,GDP_Growth__t,1,var,0.1048459829467203,unknown
