,coint_1
GDP_Growth,0.015411865586432988
Capital_Formation_lag1,0.0020885352918440557
Inflation_lag1,-0.0023197691983596037
Exchange_Rate_lag1,0.0011740736257500035
Government_Debt_lag1,-0.0023432048841175415
Trade_Balance_lag1,0.0020243781063257965
Reserves_lag1,0.005464082246932844
