,coint_1
GDP_Growth,1.0
Capital_Formation_lag1,-1.127237080887397
Inflation_lag1,47.43844505702539
Exchange_Rate_lag1,-97.10236752357314
Government_Debt_lag1,-64.9324230404636
Trade_Balance_lag1,-2.926078675021039
Reserves_lag1,7.995360436276681
