ATE,ATE_LB_95,ATE_UB_95,StdErr,p_value,n_obs,n_features_X,cv_splits,treatment,outcome
-0.4724515359500245,-0.9825871481713858,0.03768407627133685,0.2602780542118355,0.06949624185538217,167,11,5,Capital_Formation(t-1),GDP_Growth(t)
