Country,GDP_Growth,Capital_Formation,Inflation,Exchange_Rate,Government_Debt,Trade_Balance,Reserves,Category,HTE
Allemagne,-0.589528604107671,0.007440909003125,-0.9584144878635444,-1.0049127522323884,0.2687836015222055,-0.357184484910697,0.9367529984311024,Developed,0.009946956716560288
Allemagne,-1.0870612442675172,0.0230610472774739,-0.8029408798750517,-0.9961466247761764,0.2397081893180241,-0.1709294363138118,0.8798626295735029,Developed,0.16850684701141075
Allemagne,-1.169092673123088,-0.0274862919638879,-0.9894692437319944,-1.0137228113731296,0.285136972358339,0.2149099890295741,0.8633552031324082,Developed,-0.10819238589247558
Allemagne,-0.7129765524180088,-0.1119457592013059,-1.0864465623517108,-1.0809092797721596,0.3804723602899669,0.1323726413421079,0.8437305765893212,Developed,-0.43852834036850136
Allemagne,-0.7899311175984791,0.1185065038541416,-0.8386800378258215,-1.1165291803172164,0.4225947624570434,0.6792959452491641,0.8264149853612486,Developed,-0.3039982641538575
Allemagne,0.0060676659870106,0.1037147439865372,-0.7948146592623855,-1.1165858254246106,0.4769944545530157,0.704147849937478,0.8244543367925364,Developed,-0.27346333423712443
Allemagne,-0.2544556015510399,0.3240985242839445,-0.8402024520642841,-1.1200380063303024,0.4589405931035878,0.9143913355853316,0.7935013415273899,Developed,-0.34310754042478736
Allemagne,-0.78271662711281,0.4775669271267998,-0.7011311695265807,-1.1528601628402753,0.3894745795637179,1.0707587942811465,0.8390479961117941,Developed,-0.14294943442235764
Allemagne,-2.415457361293228,0.3946813224708175,-0.584656009627103,-1.1745627122724398,0.4275909452869746,0.8762971751141932,0.8063771284630488,Developed,-0.09405651475435627
Allemagne,0.0639439118831559,0.1482997083663705,-1.4985544506383726,-1.1594506202006942,0.6017520937748598,0.9131215302362936,0.7810921671599491,Developed,-0.5307299300936139
Allemagne,-0.020118262442455,0.2865618008532619,-1.0682934496109138,-1.1404107786786832,0.7845239196038476,0.9020560836232486,0.7878400471335628,Developed,-0.4361840190565364
Allemagne,-0.9005533050454052,0.4879766078428232,-0.6482654832769509,-1.1586899233045045,0.7371812488605947,1.0014637023765047,0.7991351884237723,Developed,-0.15877431214399398
Allemagne,-0.9227311832050544,0.4115833556586475,-0.7305955799745312,-1.128654028486209,0.7655371210638094,1.1643615885816576,0.7973025581665131,Developed,-0.17417655057729628
Allemagne,-0.4455059977456102,0.396438536111423,-0.8930169898656497,-1.1410892658049625,0.7153026562467367,1.0772892217904846,0.8089254683883691,Developed,-0.3315969452861297
Allemagne,-0.5833829270272862,0.471876978314758,-1.220967714748922,-1.1411972937750323,0.6513378667975785,1.1725246229683302,0.7855012178283183,Developed,-0.5132677120323498
Allemagne,-0.4142432056410441,0.4867096227115087,-1.2646233200554025,-1.0736649439139727,0.5757396163656735,1.3307060893056282,0.7724329918566292,Developed,-0.4631378341898186
Allemagne,-0.3009489846809073,0.5757274318383786,-1.438985898521447,-1.0727820505062424,0.5056069567723083,1.4553356703060607,0.7804220075378617,Developed,-0.48002077478221505
Allemagne,-0.727672736740668,0.5708430875728059,-0.8627475754809819,-1.0804186913929,0.3983243038433901,1.3238128602679935,0.7890933976161724,Developed,-0.25564402754941123
Allemagne,-0.7605387489531606,0.6660762884969871,-0.7927952463405226,-1.0970599892656283,0.3123883327420124,1.3892985361255217,0.7727346988164321,Developed,-0.1218166198741556
Allemagne,-2.121405417231408,0.6189921708070518,-0.979349625264037,-1.0770159948852238,0.253575034598095,1.289528115843969,0.7660743365699287,Developed,-0.26765880511396506
Allemagne,-0.0452353774666362,0.5219272522592934,-1.4365148934586616,-1.0845492030780584,0.4995659191927327,1.006905725300953,0.7805469474578517,Developed,-0.5769302800936359
Allemagne,-0.6606046955590776,0.635140292598048,-0.4873025978308443,-1.0976264859666889,0.5005946861749072,1.1157461837899194,0.781883544522146,Developed,-0.06725165601378866
Allemagne,-1.0964133615637548,0.4267170276134757,0.1505709205653375,-1.0540828265001376,0.4234156765842554,0.5579388340339666,0.77740053146613,Developed,0.045411442408825296
Allemagne,-1.0878628543214803,0.4584035911981236,-0.0540930728593218,-1.0639975132668005,0.3681635249745931,0.8694039460765588,0.780332402127997,Developed,0.026753684937437267
Angola,0.0979856188414613,1.1690733703195195,3.037912371926553,-0.0991110385424078,1.420946297526073,1.001645103140653,-1.2273660378911593,Developing,-0.11251826441997863
Angola,2.625729322338854,-0.2120305573675081,2.554110996578736,0.1251402714321034,1.14528530480263,-2.1367114691441658,-1.5162365662484618,Developing,-0.0986355385122072
Angola,-0.0933319807044301,0.6674954195580295,2.271009661937103,0.3799981468372424,0.4262344896004896,-0.2968215666327163,-1.8335868246838591,Developing,-0.07664783055384428
Angola,2.025590595271714,0.4969103789989114,2.1845979443801364,0.5819877979329133,0.0112805375852543,-0.7811616069086168,-1.6002085281941771,Developing,-0.05593804016946127
Angola,2.724017403088799,0.9547826487763492,1.506955842616296,0.6243963390140493,-0.3193838781759512,0.3181270238299439,-1.1448000762526187,Developing,-0.052809657011876274
Angola,2.1378160028265665,1.3380825495953574,0.9829398544698964,0.6402901523330456,-0.8717572185185755,2.11181777972811,-0.6524072784161448,Developing,-0.05689950547449466
Angola,2.447771890359016,1.5156187677388877,0.5467117942490475,0.6098780325090748,-1.792472375466623,3.003743568953491,-0.1041842206793659,Developing,0.001202465056288432
Angola,1.857252483939435,1.3994626613785055,0.4818574896669185,0.5923940815614985,-1.6441099335404006,2.488405766099934,0.0819565898818947,Developing,0.024051144463856963
Angola,-0.4914649741728356,1.3344452571005945,0.4955338669483674,0.5841276927045997,-0.973173747203307,1.1814132604115957,0.3558233240956738,Developing,0.014136465508616095
