,coint_1,coint_2,coint_3
GDP_Growth,-0.7945983962432192,79.6254577608813,-1.288798916481001
Capital_Formation_lag1,0.013428546478620433,-1.5455576886395286,0.04239896927767721
Inflation_lag1,0.45207086274960284,-13.2049198734357,-0.4580857502166457
Exchange_Rate_lag1,0.01906946780354203,2.087458153262922,-0.028690045236999587
Government_Debt_lag1,-0.028476089847630465,0.7391014432144181,-0.02949530014944453
Trade_Balance_lag1,-0.1702968918040882,8.59017011965356,0.027538570612399477
Reserves_lag1,-0.007809050272454608,3.981377155908416,-0.0017336894670431627
