,coint_1,coint_2,coint_3
GDP_Growth,0.9999999999999998,6.295545184276239e-18,1.6855495269914406e-17
Capital_Formation_lag1,-2.683813368064622e-15,0.9999999999999999,1.6507081166274397e-15
Inflation_lag1,3.9814904501546995e-16,6.591035007577576e-19,0.9999999999999997
Exchange_Rate_lag1,-2.3158326837747847,-0.0038340752669712404,-4.8203976789764145
Government_Debt_lag1,6.283253734448731,0.18720529857594448,4.762293976261366
Trade_Balance_lag1,1.0102039380763665,0.03292285046320708,1.1150145013363286
Reserves_lag1,-0.8782310289749246,-0.2062084254089325,-1.6894253424217107
