variable,count,mean,std,min,max
GDP_Growth,22,-0.3638974932079337,2.126183799164626,-5.502727138124351,4.43262020471456
Capital_Formation_lag1,22,0.00045565538963292116,0.014352129787968038,-0.01960310814284627,0.02389779413345483
Inflation_lag1,22,-0.005530903402990223,0.16609126592121568,-0.3799454267100545,0.23845401071911665
Exchange_Rate_lag1,22,-0.003766886828956624,0.057852965272499925,-0.1143829198250424,0.12727159831903745
Government_Debt_lag1,22,-0.0022821721129526133,0.009832155668761493,-0.022669509900929086,0.012107661939859682
Trade_Balance_lag1,22,0.04610754229440772,0.4422776173077241,-0.48881462238749285,1.1500967025952038
Reserves_lag1,22,0.02651490447325858,0.18239270940988495,-0.27097045608388015,0.4291415664415936
