,GDP_Growth,Capital_Formation_lag1,Inflation_lag1,Exchange_Rate_lag1,Government_Debt_lag1,Trade_Balance_lag1,Reserves_lag1
GDP_Growth,,0.0026916111800088997,0.0005998734399515381,0.912070186325027,0.0012419039726983903,0.20983084461394835,0.3529917084902644
Capital_Formation_lag1,0.006170605408607702,,0.36861253117307513,0.037111937476862825,0.21081375781583073,0.027347274391648566,0.5624890045082143
Inflation_lag1,0.06740811073927792,0.2651156168140305,,0.4528191854025161,0.16203951495552643,0.4472009884911051,0.6257318517102385
Exchange_Rate_lag1,0.3118959818055166,0.2478230724992154,0.6138411365263304,,0.034982292107124995,0.44902390704941986,0.32912067891227864
Government_Debt_lag1,0.13743483272740323,0.6339643068151504,0.115753671146021,0.4390495102123443,,0.15800307026597712,0.6899072337343493
Trade_Balance_lag1,0.7203920747169016,0.11252808718083356,0.24640979866199628,0.0629660901714264,0.7741348630934338,,0.02236915076385431
Reserves_lag1,0.20025727374377095,0.0060213177449254095,0.3721065372768473,0.06010993263834325,0.8304615144264281,0.15316192471810908,
