"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:ER(4.0.1)","G163.XDC_USD.PA_RT.A","OBS_VALUE","Euro Area (EA)","Domestic currency per US Dollar","Period average","Annual","Units","1.082705081326021","1.116533085644625","1.057558996239648","0.88404792718493","0.8039216477476178","0.803800192161442","0.7964327309491023","0.729672399984083","0.6799226800427289","0.7169577020161355","0.7543089901059614","0.7184138986533171","0.7783381204168122","0.7529451227019963","0.7527281969326028","0.9012964233670956","0.9034214362572632","0.8852055082693724","0.8467726671081108","0.8932762570674088","0.875506396987998","0.8454941388904503","0.9496237531569409","0.9248395584706975","0.9238895461176068"
