,coint_1
GDP_Growth,-0.08475131838482097
Capital_Formation_lag1,0.004297827253139783
Inflation_lag1,0.04851051942422204
Exchange_Rate_lag1,0.0009556655200932922
Government_Debt_lag1,-0.002972270345695425
Trade_Balance_lag1,0.06613721776716877
Reserves_lag1,0.005911409512858426
