variable,count,mean,std,min,max
GDP_Growth,22,-0.17145469600926877,1.680445318030652,-5.0460456112407375,2.205624229732586
Capital_Formation_lag1,22,0.005295553494122948,0.041396364020566435,-0.07110814693816625,0.07203693114046006
Inflation_lag1,22,-0.01087122858947978,0.14785306675802481,-0.3580352929566265,0.22529659970972726
Exchange_Rate_lag1,22,-0.0003230948476386245,0.02265181097695618,-0.07264879163361782,0.04308494626940629
Government_Debt_lag1,22,-0.0021176079155112893,0.019227819439101478,-0.04488736796382131,0.028340550265216535
Trade_Balance_lag1,22,-0.0696230817607681,0.6693500806232233,-1.2981119569620914,1.0513209885786972
Reserves_lag1,22,0.004563316029098904,0.052273827105042324,-0.13758512545198798,0.09613577168280152
