,coint_1,coint_2,coint_3,coint_4,coint_5,coint_6
GDP_Growth,1.0000000000000002,-3.9338925187727526e-17,-7.85409517030027e-17,5.454726424485842e-17,7.95607663710419e-17,3.5952201794319685e-16
Capital_Formation_lag1,-4.551898942890433e-16,1.0000000000000004,-7.344052322651542e-17,-3.0006314387409636e-17,-9.622740836021827e-17,-3.66408452520676e-15
Inflation_lag1,5.657509612964e-16,-1.9266052556179104e-17,1.0,-2.6634562606399638e-17,5.730825724041046e-17,-1.493669928261494e-16
Exchange_Rate_lag1,2.7641456610594052e-15,-5.175347449643701e-17,1.0674821858436341e-16,0.9999999999999997,-2.2553905076202937e-16,-5.168307896478768e-16
Government_Debt_lag1,1.0284034921659325e-15,1.660892992017652e-17,-5.481606994913128e-17,9.553117943174847e-17,1.0,-1.0768243072019443e-15
Trade_Balance_lag1,9.802712823925617e-16,-1.1814928742980067e-17,-1.1424815825791864e-17,-2.6274930599420636e-17,6.017299657542216e-17,0.9999999999999994
Reserves_lag1,3.8092271026207762,-0.14879363635344334,-0.12041135441323414,-0.09814567724050882,-0.3000474531276898,1.2566302593337277
