,coint_1,coint_2,coint_3,coint_4,coint_5,coint_6
GDP_Growth,-1.4694502577105686,11.18610614480323,2.8314393086536542,-15.972358952821471,-2.7040561905197706,1.1335229621327894
Capital_Formation_lag1,0.006338127747740918,-1.788187175740441,-0.0009651547445689186,0.4997239507553782,-0.7223621690146601,-0.03981573454104513
Inflation_lag1,0.12927861060511195,-16.47822517541865,-0.3093574534106986,0.07520333936156101,-2.208397237950677,-0.3285403524951572
Exchange_Rate_lag1,0.010559084416952837,0.5366001906347514,-0.13031922881571067,-0.9078219694709938,0.7693422370867466,0.006466224414465482
Government_Debt_lag1,-0.016182157399503037,0.15155143277245253,-0.083185726544883,0.06611764784178499,-0.07338788025408953,-0.0014086516293786513
Trade_Balance_lag1,-0.4375024531279114,-0.33644753337705124,1.5412271385022227,-12.64636744335568,12.770517432983441,-0.4363885705430983
Reserves_lag1,-0.05888165592638452,-0.4769773136803447,0.19180907785812382,-0.07807996790901446,0.11893019567969243,-0.0050744366744372256
