Trace Statistic,Critical Value 95%
399.37391957456737,125.6185
258.3170793371375,95.7542
158.9392211742981,69.8189
99.58786252890566,47.8545
40.94644853081259,29.7961
19.813913859084092,15.4943
5.143256920516395,3.8415
