Country,Year,GDP_Growth,Capital_Formation,Inflation,Government_Debt,Trade_Balance,Exchange_Rate,Reserves
Ghana,2007,4.074,3.5439981802938267,2.462064407539368,3.047422988959346,-5.9,-0.06975831257653693,7.592587837655028
Ghana,2008,9.003,3.630641045524845,2.862486554406629,3.14354864824821,-8.241,0.050954486998808696,7.478372228019334
Ghana,2009,5.681,3.5845184387891935,2.6489369366097035,3.234355395716587,-3.767,0.34001357771186386,7.9830307022858085
Ghana,2010,7.778,3.7894932534567016,2.0523463296270954,3.4942018751103974,-6.094,0.3576627891922412,8.369755263901851
Ghana,2011,12.766519999999991,3.1441953811916132,2.160560592964628,3.441090945323832,-6.604,0.41912143455564993,8.52769287629734
Ghana,2012,8.422,3.439937209978086,2.088401283051308,3.568771843726026,-8.8,0.6015069250047593,8.510974716717698
Ghana,2013,7.241,3.2097139830758143,2.5389212380942388,3.7595708822364693,-9.00976,0.6837784305558451,8.4934253212333
Ghana,2014,2.856,3.3019293800034863,2.802511535891036,3.9142405448691004,-6.757,1.063529004538839,8.499106663806316
Ghana,2015,2.121,3.321793358874887,2.8988358363082942,3.9870562636583586,-5.711,1.312282217707782,8.557045244953724
Ghana,2016,3.373,3.236951471595431,2.9153353364819616,4.0243154397267675,-5.06,1.3634904845774374,8.565764259650104
Ghana,2017,8.129,2.973793366035237,2.593162968557852,4.042770526676053,-3.316,1.4702984429491537,8.766386805514937
Ghana,2018,6.2,3.0777269211066183,2.382966204940858,4.126747213329601,-3.037,1.5228609865114828,8.659786635904538
Ghana,2019,6.508,2.9256852752419564,2.1051092884284137,4.066356525681932,-2.232,1.6519928046195245,8.850784905613848
Ghana,2020,0.89968,2.902739406704826,2.390412803359566,4.281335754831832,-2.534,1.7219999348826043,8.880683309682164
Ghana,2021,5.076,2.835387449563405,2.3957110709835296,4.37171111214635,-2.713,1.7588401935819644,8.989289247812534
Ghana,2022,3.818,2.742258372431947,3.494110752018224,4.432240048961379,-2.302,2.112924672496384,8.396879918951623
Ghana,2023,3.128,2.293912612564241,3.6533739931578957,4.335589948900293,-1.601,2.399748856879792,7.977993490652232
Ghana,2024,5.685,2.298275821405947,3.172831886366794,4.2557261785577065,1.342799999999998,2.591436501326594,8.377822431370042
Morocco,2000,1.593,3.0934641877737454,1.0409831758314734,4.172231100879172,-3.411,2.3632695875278777,8.576338102165211
Morocco,2001,7.552,3.1404817574401886,0.49652383905513103,4.1015684073114205,1.865,2.4189936704389616,9.01942196795671
Morocco,2002,3.316,3.1233776273896607,1.3376291891386096,4.083822734762519,3.1335599999999992,2.3997647363830974,9.201755123973316
Morocco,2003,6.317,3.200222936368991,0.7504722471792148,4.041804877377485,2.825,2.259091129163277,9.520329066463947
Morocco,2004,4.802,3.267894534347735,0.9058362739702961,3.996933844498543,1.495,2.182451171168928,9.68700923909068
Morocco,2005,2.978,3.233291419102511,0.7371640659767197,4.003087822783858,1.577,2.18211187955205,9.68084387626357
Morocco,2006,7.76,3.256441322754342,1.4431471727126735,3.924781271526809,1.901,2.174249701553846,9.912551847410969
Morocco,2007,2.706,3.4452780608973304,1.0892351268555127,3.8515508719847684,-0.059,2.1031987575734985,10.084975428581505
Morocco,2008,5.923,3.5957739670554716,1.5589863689380021,3.741034967755862,-4.632,2.057051316925641,9.99770622777511
Morocco,2009,4.244,3.49823334417375,-0.14470047577006218,3.752370551895134,-4.923,2.0865536902856174,9.995318961153737
Morocco,2010,3.816,3.4716869103764996,0.6876319998718352,3.8127770907701737,-4.042,2.130272281188704,9.992515841704044
Morocco,2011,5.246,3.5285346301233504,0.6825916666204286,3.8826971760463174,-7.279,2.0906132797767403,9.817810886533485
Morocco,2012,3.01,3.4858754831247794,0.8298610038757673,3.956652143571351,-8.4266,2.1550642551703367,9.643133731822607
Morocco,2013,4.535,3.4940499986767715,1.0328285481221067,4.044383713068329,-6.806,2.128886719464849,9.767537441998096
Morocco,2014,2.669,3.418087274330423,0.4200252594394941,4.070120173331236,-5.514,2.128985789107188,9.825819894526209
Morocco,2015,4.345,3.4009973616594884,0.9396165571776517,4.067213144830067,-1.961,2.2787378216509238,9.958744908824766
Morocco,2016,0.521,3.457798232685434,0.9301936370431464,4.095743583135808,-3.75,2.283144955203861,10.058233701209726
Morocco,2017,5.058,3.448589743964756,0.5911144549947938,4.098685128320521,-3.163,2.2713005851281,10.097639302888977
Morocco,2018,3.066,3.463890451000579,0.9555114450274363,4.101948909082036,-4.883,2.2392301294072685,10.025333626139238
