Country,Year,Variable,Value
Morocco,2000,Government_Debt,64.86
Morocco,2000,Trade_Balance,-3.411
Morocco,2001,GDP_Growth,7.552
Morocco,2001,Capital_Formation,23.115
Morocco,2001,Inflation,0.643
Morocco,2001,Government_Debt,60.435
Morocco,2001,Trade_Balance,1.865
Morocco,2002,GDP_Growth,3.316
Morocco,2002,Capital_Formation,22.723
Morocco,2002,Inflation,2.81
Morocco,2002,Government_Debt,59.372
Morocco,2002,Trade_Balance,3.231
Morocco,2003,GDP_Growth,6.317
Morocco,2003,Capital_Formation,24.538
Morocco,2003,Inflation,1.118
Morocco,2003,Government_Debt,56.929
Morocco,2003,Trade_Balance,2.825
Morocco,2004,GDP_Growth,4.802
Morocco,2004,Capital_Formation,26.256
Morocco,2004,Inflation,1.474
Morocco,2004,Government_Debt,54.431
Morocco,2004,Trade_Balance,1.495
Morocco,2005,GDP_Growth,2.978
Morocco,2005,Capital_Formation,25.363
Morocco,2005,Inflation,1.09
Morocco,2005,Government_Debt,54.767
Morocco,2005,Trade_Balance,1.577
Morocco,2006,GDP_Growth,7.76
Morocco,2006,Capital_Formation,25.957
Morocco,2006,Inflation,3.234
Morocco,2006,Government_Debt,50.642
Morocco,2006,Trade_Balance,1.901
Morocco,2007,GDP_Growth,2.706
Morocco,2007,Capital_Formation,31.352
Morocco,2007,Inflation,1.972
Morocco,2007,Government_Debt,47.066
Morocco,2007,Trade_Balance,-0.059
Morocco,2008,GDP_Growth,5.923
Morocco,2008,Capital_Formation,37.226
Morocco,2008,Inflation,3.754
Morocco,2008,Government_Debt,41.991
Morocco,2008,Trade_Balance,-4.632
Morocco,2009,GDP_Growth,4.244
Morocco,2009,Capital_Formation,33.057
Morocco,2009,Inflation,-0.219
Morocco,2009,Government_Debt,42.622
Morocco,2009,Trade_Balance,-4.923
Morocco,2010,GDP_Growth,3.816
Morocco,2010,Capital_Formation,32.191
Morocco,2010,Inflation,0.989
Morocco,2010,Government_Debt,45.276
Morocco,2010,Trade_Balance,-4.042
Morocco,2011,GDP_Growth,5.246
Morocco,2011,Capital_Formation,34.074
Morocco,2011,Inflation,0.979
Morocco,2011,Government_Debt,48.555
Morocco,2011,Trade_Balance,-7.279
Morocco,2012,GDP_Growth,3.01
Morocco,2012,Capital_Formation,32.651
Morocco,2012,Inflation,1.293
Morocco,2012,Government_Debt,52.282
Morocco,2012,Trade_Balance,-8.789
Morocco,2013,GDP_Growth,4.535
Morocco,2013,Capital_Formation,32.919
Morocco,2013,Inflation,1.809
Morocco,2013,Government_Debt,57.076
Morocco,2013,Trade_Balance,-6.806
Morocco,2014,GDP_Growth,2.669
Morocco,2014,Capital_Formation,30.511
Morocco,2014,Inflation,0.522
Morocco,2014,Government_Debt,58.564
Morocco,2014,Trade_Balance,-5.514
Morocco,2015,GDP_Growth,4.345
Morocco,2015,Capital_Formation,29.994
Morocco,2015,Inflation,1.559
Morocco,2015,Government_Debt,58.394
Morocco,2015,Trade_Balance,-1.961
Morocco,2016,GDP_Growth,0.521
Morocco,2016,Capital_Formation,31.747
Morocco,2016,Inflation,1.535
Morocco,2016,Government_Debt,60.084
Morocco,2016,Trade_Balance,-3.75
Morocco,2017,GDP_Growth,5.058
Morocco,2017,Capital_Formation,31.456
Morocco,2017,Inflation,0.806
Morocco,2017,Government_Debt,60.261
Morocco,2017,Trade_Balance,-3.163
Morocco,2018,GDP_Growth,3.066
Morocco,2018,Capital_Formation,31.941
Morocco,2018,Inflation,1.6
Morocco,2018,Government_Debt,60.458
Morocco,2018,Trade_Balance,-4.883
Morocco,2019,GDP_Growth,2.891
Morocco,2019,Capital_Formation,30.421
Morocco,2019,Inflation,0.197
Morocco,2019,Government_Debt,60.27
Morocco,2019,Trade_Balance,-3.421
Morocco,2020,GDP_Growth,-7.178
Morocco,2020,Capital_Formation,28.62
Morocco,2020,Inflation,0.688
Morocco,2020,Government_Debt,72.245
Morocco,2020,Trade_Balance,-1.166
Morocco,2021,GDP_Growth,8.155
Morocco,2021,Capital_Formation,30.513
Morocco,2021,Inflation,1.366
Morocco,2021,Government_Debt,69.351
Morocco,2021,Trade_Balance,-2.344
Morocco,2022,GDP_Growth,1.527
Morocco,2022,Capital_Formation,30.126
Morocco,2022,Inflation,6.641
Morocco,2022,Government_Debt,71.532
Morocco,2022,Trade_Balance,-3.557
Morocco,2023,GDP_Growth,3.403
Morocco,2023,Capital_Formation,28.661
Morocco,2023,Inflation,6.137
Morocco,2023,Government_Debt,69.475
Morocco,2023,Trade_Balance,-0.618
Morocco,2024,GDP_Growth,3.186
Morocco,2024,Capital_Formation,28.983
Morocco,2024,Inflation,0.935
Morocco,2024,Government_Debt,70.028
Morocco,2024,Trade_Balance,-1.45
DRC,2000,Exchange_Rate,21.81833332735013
Angola,2000,Exchange_Rate,10.04054416666667
Nigeria,2000,Exchange_Rate,101.6973333333333
Morocco,2000,Exchange_Rate,10.62563616666667
Ghana,2000,Exchange_Rate,0.5449191758687661
DRC,2001,Exchange_Rate,206.6174999433397
Angola,2001,Exchange_Rate,22.05786166666667
Nigeria,2001,Exchange_Rate,111.23125
Morocco,2001,Exchange_Rate,11.302975
Ghana,2001,Exchange_Rate,0.7163051578089955
DRC,2002,Exchange_Rate,346.4849999049842
Angola,2002,Exchange_Rate,43.53020666666668
Nigeria,2002,Exchange_Rate,120.5781583333334
Morocco,2002,Exchange_Rate,11.02058333333334
Ghana,2002,Exchange_Rate,0.7924170843131672
DRC,2003,Exchange_Rate,405.1781832306695
Angola,2003,Exchange_Rate,74.60630083333332
Nigeria,2003,Exchange_Rate,129.22235
Morocco,2003,Exchange_Rate,9.574383333333332
Ghana,2003,Exchange_Rate,0.866764326525345
DRC,2004,Exchange_Rate,399.4757916666665
Angola,2004,Exchange_Rate,83.54136250000002
Nigeria,2004,Exchange_Rate,132.888025
Morocco,2004,Exchange_Rate,8.868016666666666
Ghana,2004,Exchange_Rate,0.8994948540070625
DRC,2005,Exchange_Rate,473.9080083333332
Angola,2005,Exchange_Rate,87.15914166666668
Nigeria,2005,Exchange_Rate,131.2743333333334
Morocco,2005,Exchange_Rate,8.865008333333336
Ghana,2005,Exchange_Rate,0.9052094858333332
DRC,2006,Exchange_Rate,468.278825
Angola,2006,Exchange_Rate,80.36807205555554
Nigeria,2006,Exchange_Rate,128.6516666666667
Morocco,2006,Exchange_Rate,8.795583333333331
Ghana,2006,Exchange_Rate,0.9151067991666668
DRC,2007,Exchange_Rate,516.7498916666665
Angola,2007,Exchange_Rate,76.70614275
Nigeria,2007,Exchange_Rate,125.8081083333334
Morocco,2007,Exchange_Rate,8.192333333333332
Ghana,2007,Exchange_Rate,0.932619195
DRC,2008,Exchange_Rate,559.2925083333332
Angola,2008,Exchange_Rate,75.03335416666668
Nigeria,2008,Exchange_Rate,118.5666666666667
Morocco,2008,Exchange_Rate,7.750325
Ghana,2008,Exchange_Rate,1.052275
DRC,2009,Exchange_Rate,809.7858333333332
Angola,2009,Exchange_Rate,79.32816666666668
Nigeria,2009,Exchange_Rate,148.88
Morocco,2009,Exchange_Rate,8.057100000000002
Ghana,2009,Exchange_Rate,1.404966666666667
DRC,2010,Exchange_Rate,905.9134583333332
Angola,2010,Exchange_Rate,91.9057203405018
Nigeria,2010,Exchange_Rate,150.2975
Morocco,2010,Exchange_Rate,8.417158333333331
Ghana,2010,Exchange_Rate,1.429983333333334
DRC,2011,Exchange_Rate,919.4913000000003
Angola,2011,Exchange_Rate,93.93475000000002
Nigeria,2011,Exchange_Rate,153.8625
Morocco,2011,Exchange_Rate,8.089875
Ghana,2011,Exchange_Rate,1.520625
DRC,2012,Exchange_Rate,919.7550166666668
Angola,2012,Exchange_Rate,95.467955421311
Nigeria,2012,Exchange_Rate,157.5
Morocco,2012,Exchange_Rate,8.628444583333332
Ghana,2012,Exchange_Rate,1.824866666666667
DRC,2013,Exchange_Rate,919.565907354881
Angola,2013,Exchange_Rate,96.51827947915258
Nigeria,2013,Exchange_Rate,157.3116666666667
Morocco,2013,Exchange_Rate,8.405503916744301
Ghana,2013,Exchange_Rate,1.98135
DRC,2014,Exchange_Rate,925.226282531997
Angola,2014,Exchange_Rate,98.3024168556335
Nigeria,2014,Exchange_Rate,158.5526416666667
Morocco,2014,Exchange_Rate,8.406336688261518
Ghana,2014,Exchange_Rate,2.896575
DRC,2015,Exchange_Rate,925.9849612803932
Angola,2015,Exchange_Rate,120.0607016650187
Nigeria,2015,Exchange_Rate,192.4403333333333
Morocco,2015,Exchange_Rate,9.764348279501109
Ghana,2015,Exchange_Rate,3.714641666666668
DRC,2016,Exchange_Rate,1010.302757168656
Angola,2016,Exchange_Rate,163.6564341165789
Nigeria,2016,Exchange_Rate,253.492
Morocco,2016,Exchange_Rate,9.807476031502501
Ghana,2016,Exchange_Rate,3.909816666666668
DRC,2017,Exchange_Rate,1464.417931637428
Angola,2017,Exchange_Rate,165.9159506914978
Nigeria,2017,Exchange_Rate,305.7901091600048
Morocco,2017,Exchange_Rate,9.6919978888289
Ghana,2017,Exchange_Rate,4.350533333333332
DRC,2018,Exchange_Rate,1622.523501622917
Angola,2018,Exchange_Rate,252.855747731297
Nigeria,2018,Exchange_Rate,306.0836882452342
Morocco,2018,Exchange_Rate,9.386102420919721
Ghana,2018,Exchange_Rate,4.585325
DRC,2019,Exchange_Rate,1647.760127276388
Angola,2019,Exchange_Rate,364.8258049808865
Nigeria,2019,Exchange_Rate,306.9209514952225
Morocco,2019,Exchange_Rate,9.617076099507436
Ghana,2019,Exchange_Rate,5.217366666666668
DRC,2020,Exchange_Rate,1851.122161832612
Angola,2020,Exchange_Rate,578.2587802801105
Nigeria,2020,Exchange_Rate,358.8107972582972
Morocco,2020,Exchange_Rate,9.496847322219688
Ghana,2020,Exchange_Rate,5.595708333333332
DRC,2021,Exchange_Rate,1989.391471228276
Angola,2021,Exchange_Rate,631.441955506727
Nigeria,2021,Exchange_Rate,401.152029220779
Morocco,2021,Exchange_Rate,8.988484024141382
Ghana,2021,Exchange_Rate,5.8057
DRC,2022,Exchange_Rate,2006.708219440552
Angola,2022,Exchange_Rate,460.5675116314618
Nigeria,2022,Exchange_Rate,425.979158066857
Morocco,2022,Exchange_Rate,10.16066024303594
Ghana,2022,Exchange_Rate,8.2724
DRC,2023,Exchange_Rate,2340.035704361452
Angola,2023,Exchange_Rate,685.0202377614488
Nigeria,2023,Exchange_Rate,645.1940678832015
Morocco,2023,Exchange_Rate,10.13142609708972
Ghana,2023,Exchange_Rate,11.02040833333333
DRC,2024,Exchange_Rate,
Angola,2024,Exchange_Rate,869.8461895900078
Nigeria,2024,Exchange_Rate,1478.965197400233
Morocco,2024,Exchange_Rate,9.94235921679198
Ghana,2024,Exchange_Rate,14.18194166666667
France,2000,Exchange_Rate,1.082705081326021
France,2001,Exchange_Rate,1.116533085644625
France,2002,Exchange_Rate,1.057558996239648
France,2003,Exchange_Rate,0.88404792718493
France,2004,Exchange_Rate,0.8039216477476178
France,2005,Exchange_Rate,0.803800192161442
France,2006,Exchange_Rate,0.7964327309491023
France,2007,Exchange_Rate,0.729672399984083
France,2008,Exchange_Rate,0.6799226800427289
France,2009,Exchange_Rate,0.7169577020161355
France,2010,Exchange_Rate,0.7543089901059614
France,2011,Exchange_Rate,0.7184138986533171
France,2012,Exchange_Rate,0.7783381204168122
France,2013,Exchange_Rate,0.7529451227019963
France,2014,Exchange_Rate,0.7527281969326028
France,2015,Exchange_Rate,0.9012964233670956
France,2016,Exchange_Rate,0.9034214362572632
France,2017,Exchange_Rate,0.8852055082693724
France,2018,Exchange_Rate,0.8467726671081108
France,2019,Exchange_Rate,0.8932762570674088
France,2020,Exchange_Rate,0.875506396987998
France,2021,Exchange_Rate,0.8454941388904503
France,2022,Exchange_Rate,0.9496237531569408
France,2023,Exchange_Rate,0.9248395584706977
France,2024,Exchange_Rate,0.9238895461176068
Germany,2000,Exchange_Rate,1.082705081326021
Germany,2001,Exchange_Rate,1.116533085644625
Germany,2002,Exchange_Rate,1.057558996239648
Germany,2003,Exchange_Rate,0.88404792718493
Germany,2004,Exchange_Rate,0.8039216477476178
Germany,2005,Exchange_Rate,0.803800192161442
Germany,2006,Exchange_Rate,0.7964327309491023
Germany,2007,Exchange_Rate,0.729672399984083
Germany,2008,Exchange_Rate,0.6799226800427289
Germany,2009,Exchange_Rate,0.7169577020161355
Germany,2010,Exchange_Rate,0.7543089901059614
Germany,2011,Exchange_Rate,0.7184138986533171
Germany,2012,Exchange_Rate,0.7783381204168122
Germany,2013,Exchange_Rate,0.7529451227019963
Germany,2014,Exchange_Rate,0.7527281969326028
Germany,2015,Exchange_Rate,0.9012964233670956
Germany,2016,Exchange_Rate,0.9034214362572632
Germany,2017,Exchange_Rate,0.8852055082693724
Germany,2018,Exchange_Rate,0.8467726671081108
Germany,2019,Exchange_Rate,0.8932762570674088
Germany,2020,Exchange_Rate,0.875506396987998
Germany,2021,Exchange_Rate,0.8454941388904503
Germany,2022,Exchange_Rate,0.9496237531569408
Germany,2023,Exchange_Rate,0.9248395584706977
Germany,2024,Exchange_Rate,0.9238895461176068
DRC,2000,Reserves,82.5
Nigeria,2000,Reserves,9910.4
Morocco,2000,Reserves,4612.0
Ghana,2000,Reserves,231.52
Germany,2000,Reserves,49667.297
France,2000,Reserves,32114.346
Angola,2000,Reserves,1198.03875794989
DRC,2001,Reserves,82.5
Nigeria,2001,Reserves,10455.8
Morocco,2001,Reserves,8262.0
Ghana,2001,Reserves,294.23
Germany,2001,Reserves,43709.844
France,2001,Reserves,26363.207
Angola,2001,Reserves,731.692215172072
DRC,2002,Reserves,65.5407520803894
Nigeria,2002,Reserves,7331.0
Morocco,2002,Reserves,9914.515
Ghana,2002,Reserves,536.06
Germany,2002,Reserves,42495.422
France,2002,Reserves,21965.021
Angola,2002,Reserves,375.353428228472
DRC,2003,Reserves,89.8013800049608
Nigeria,2003,Reserves,7128.0
Morocco,2003,Reserves,13634.097
Ghana,2003,Reserves,1306.015
Germany,2003,Reserves,41095.496
France,2003,Reserves,23121.74
Angola,2003,Reserves,633.985362377846
DRC,2004,Reserves,230.737143726474
Nigeria,2004,Reserves,16955.0
Morocco,2004,Reserves,16107.0
Ghana,2004,Reserves,1605.9396
Germany,2004,Reserves,39898.633
France,2004,Reserves,29076.748
Angola,2004,Reserves,1379.36051687105
DRC,2005,Reserves,129.82365357194
Nigeria,2005,Reserves,28279.0
Morocco,2005,Reserves,16008.0
Ghana,2005,Reserves,1751.8035
Germany,2005,Reserves,39765.328
France,2005,Reserves,23996.277
Angola,2005,Reserves,3196.63604934011
DRC,2006,Reserves,154.24332502216
Nigeria,2006,Reserves,42297.67
Morocco,2006,Reserves,20182.11
Ghana,2006,Reserves,2089.118
Germany,2006,Reserves,37718.883
France,2006,Reserves,40287.031
Angola,2006,Reserves,8148.84563142399
DRC,2007,Reserves,177.39060140157
Nigeria,2007,Reserves,51332.28
Morocco,2007,Reserves,23980.0
Ghana,2007,Reserves,1983.43969795589
Germany,2007,Reserves,40768.336
France,2007,Reserves,43587.41
Angola,2007,Reserves,11196.5447610907
DRC,2008,Reserves,71.752
Nigeria,2008,Reserves,52999.17
Morocco,2008,Reserves,21976.0
Ghana,2008,Reserves,1769.35831868215
Germany,2008,Reserves,38557.047
France,2008,Reserves,30382.203
Angola,2008,Reserves,17869.1543853501
DRC,2009,Reserves,422.796307
Nigeria,2009,Reserves,40002.5
Morocco,2009,Reserves,21923.6
Ghana,2009,Reserves,2930.8
Germany,2009,Reserves,36928.34
France,2009,Reserves,27728.668
Angola,2009,Reserves,13238.4451321591
DRC,2010,Reserves,755.717310764726
Nigeria,2010,Reserves,29759.37
Morocco,2010,Reserves,21862.231582119
Ghana,2010,Reserves,4314.58
Germany,2010,Reserves,37356.145
France,2010,Reserves,36211.02
Angola,2010,Reserves,19268.5344826868
DRC,2011,Reserves,726.303551
Nigeria,2011,Reserves,30067.91
Morocco,2011,Reserves,18357.8193720188
Ghana,2011,Reserves,5052.775
Germany,2011,Reserves,38083.359
France,2011,Reserves,26147.131
Angola,2011,Reserves,26646.6569072959
DRC,2012,Reserves,1091.085
Nigeria,2012,Reserves,41255.82
Morocco,2012,Reserves,15415.576400785
Ghana,2012,Reserves,4969.0041
Germany,2012,Reserves,37964.414
France,2012,Reserves,30350.158
Angola,2012,Reserves,30781.8114145153
DRC,2013,Reserves,1136.0991
Nigeria,2013,Reserves,40267.57
Morocco,2013,Reserves,17457.7235844858
Ghana,2013,Reserves,4882.56180543182
Germany,2013,Reserves,38725.129
France,2013,Reserves,27413.75
Angola,2013,Reserves,31134.0042670979
DRC,2014,Reserves,1046.9549
Nigeria,2014,Reserves,31814.57
Morocco,2014,Reserves,18505.4376429837
Ghana,2014,Reserves,4910.3802599412
Germany,2014,Reserves,37207.3086
France,2014,Reserves,28657.6164
Angola,2014,Reserves,26696.6747177344
DRC,2015,Reserves,766.2849556
Nigeria,2015,Reserves,25961.77
Morocco,2015,Reserves,21136.2511407684
Ghana,2015,Reserves,5203.28400655176
Germany,2015,Reserves,36386.5314
France,2015,Reserves,36372.3783
Angola,2015,Reserves,23473.5874914675
DRC,2016,Reserves,482.323488580819
Nigeria,2016,Reserves,24980.96
Morocco,2016,Reserves,23347.2317440392
Ghana,2016,Reserves,5248.84987233703
Germany,2016,Reserves,36886.1213
France,2016,Reserves,39185.1134
Angola,2016,Reserves,23212.7756902187
DRC,2017,Reserves,605.62213843708
Nigeria,2017,Reserves,37223.13033837
Morocco,2017,Reserves,24285.6107295096
Ghana,2017,Reserves,6414.95207028331
Germany,2017,Reserves,37436.1495
France,2017,Reserves,37743.1703
Angola,2017,Reserves,16968.4959338563
DRC,2018,Reserves,647.709188794845
Nigeria,2018,Reserves,40509.78826556
Morocco,2018,Reserves,22591.6043237039
Ghana,2018,Reserves,5766.30420895851
Germany,2018,Reserves,36405.275
France,2018,Reserves,48529.68
Angola,2018,Reserves,14940.4746769586
DRC,2019,Reserves,1141.34421161213
Nigeria,2019,Reserves,36020.694
Morocco,2019,Reserves,24382.5885415659
Ghana,2019,Reserves,6979.86535610351
Germany,2019,Reserves,35993.736
France,2019,Reserves,51733.6934
Angola,2019,Reserves,15889.7231250195
DRC,2020,Reserves,708.888924361158
Nigeria,2020,Reserves,34355.33269
Morocco,2020,Reserves,33697.8966299299
Ghana,2020,Reserves,7191.70321767647
Germany,2020,Reserves,36893.9886
France,2020,Reserves,55164.2805
Angola,2020,Reserves,13348.9053241593
DRC,2021,Reserves,1999.89755817446
Nigeria,2021,Reserves,34913.18636334
Morocco,2021,Reserves,32100.1528181609
Ghana,2021,Reserves,8296.47379762741
Germany,2021,Reserves,36978.2574
France,2021,Reserves,53629.7426
Angola,2021,Reserves,13118.8114281648
DRC,2022,Reserves,3468.97321699398
Nigeria,2022,Reserves,30332.61864061
Morocco,2022,Reserves,28915.941787626
Ghana,2022,Reserves,4433.21316241255
Germany,2022,Reserves,36696.373
France,2022,Reserves,52837.2308
Angola,2022,Reserves,12492.8870825955
DRC,2023,Reserves,4229.10241157259
Nigeria,2023,Reserves,27410.70204816
Morocco,2023,Reserves,32693.9249507425
Ghana,2023,Reserves,2916.07406011953
Germany,2023,Reserves,36880.48
France,2023,Reserves,29636.1
Angola,2023,Reserves,13024.8108286088
DRC,2024,Reserves,
Nigeria,2024,Reserves,34241.6794688
Morocco,2024,Reserves,33062.9198843345
Ghana,2024,Reserves,4349.52721239456
Germany,2024,Reserves,35291.0
France,2024,Reserves,29599.0
Angola,2024,Reserves,13613.583433847
