Country,Year,GDP_Growth,Capital_Formation,Inflation,Government_Debt,Trade_Balance,Exchange_Rate,Reserves
Angola,2000,-0.20956543852909879,0.8528249191226451,3.037912371926553,1.420946297526073,1.001645103140653,-0.09911103854240765,-1.2273660378911582
Angola,2001,0.09798561884146134,0.8528249191226451,2.5541109965787356,1.14528530480263,-2.136711469144166,0.12514027143210357,-1.5162365662484607
Angola,2002,2.6257293223388536,0.8528249191226451,2.271009661937103,0.4262344896004896,-0.29682156663271636,0.3799981468372426,-1.833586824683858
Angola,2003,-0.09333198070443012,0.8978772464987524,2.1845979443801364,0.011280537585254395,-0.7811616069086168,0.5819877979329136,-1.600208528194176
Angola,2004,2.0255905952717135,0.8941739704598033,1.506955842616296,-0.3193838781759512,0.3181270238299439,0.6243963390140495,-1.1448000762526176
Angola,2005,2.7240174030887983,0.5693380470387791,0.9829398544698964,-0.8717572185185755,2.11181777972811,0.6402901523330459,-0.6524072784161438
Angola,2006,2.137816002826566,0.35103899024668944,0.5467117942490475,-1.792472375466623,3.003743568953491,0.6098780325090749,-0.1041842206793649
Angola,2007,2.4477718903590158,0.4761646935517261,0.4818574896669185,-1.6441099335404006,2.488405766099934,0.5923940815614988,0.08195658988189583
Angola,2008,1.8572524839394347,0.9876288805242811,0.49553386694836743,-0.973173747203307,1.1814132604115957,0.5841276927045999,0.3558233240956749
Angola,2009,-0.49146497417283547,1.57466750652774,0.5709545874358996,-0.0664307141790164,-1.820587985478246,0.6049953206001434,0.1800977447055442
Angola,2010,0.3876340516735091,0.6435290492811063,0.6134712033228014,-0.7271653291511848,1.285537299032707,0.6601706788634676,0.39999473772698846
Angola,2011,-0.06661164557232248,0.49023768960135555,0.5572284782955973,-1.0836939276615252,1.7510116598371865,0.6683576107635131,0.5899208986288628
Angola,2012,1.2453568094141676,0.5085697952711539,0.34616675579625966,-1.250989270220341,1.6107888691505678,0.6744274819585245,0.6744354673502069
Angola,2013,0.27808067763186733,0.45947122060173073,0.22529034986052504,-0.8949543675367925,0.8452776444448379,0.6785296493230806,0.67950084726793
Angola,2014,0.2192959403412304,0.5873598505195962,0.11954190352526403,-0.5954428909330179,-0.5529594456100839,0.6853965562690939,0.591019548920609
Angola,2015,-0.8227971298109714,1.1521901724775225,0.2572714166579688,-0.0010473594266483532,-1.5548358660010198,0.7603591721075236,0.5156425164753508
Angola,2016,-1.4801173740608218,0.6485881199578534,1.2194822893541764,0.4657806075528451,-0.6271523581467294,0.8764954172956201,0.5090968100888783
Angola,2017,-1.063280145999941,1.0163823527260674,1.1964917869646072,0.30367548753695167,-0.22172165027532953,0.8816361774524474,0.32552470277859513
Angola,2018,-1.183521654094426,0.8640259419405335,0.8563133526422284,0.8217506901571883,1.036474049857122,1.0395995033024121,0.2509553609640241
Angola,2019,-1.0793123470792056,0.8680936670921293,0.7447258199212309,1.164337443431021,0.8449148429165412,1.1770414423821955,0.28704276867091727
Angola,2020,-1.955311814050226,1.2392350063329185,0.9584468685004163,1.4305741092078703,0.09826929768223171,1.3497250708974842,0.18496571636070766
Angola,2021,-0.4647446390407277,1.2544692849776335,1.0765315034451246,0.6462297436134952,1.666297502979941,1.3827112625888272,0.17477946547130582
Angola,2022,0.10172646575995624,1.0769292373256394,0.9244563738701094,0.17826296684691553,1.3584604062203143,1.264410023900951,0.14613869104520263
Angola,2023,-0.7584011221425918,1.1076287440394983,0.5662306329017284,0.5796908113829823,0.5521340095812216,1.4132447333388043,0.17056656165773132
Angola,2024,0.17734501418382123,1.0623920070883588,1.1510960501269634,0.35813858026576356,0.8425566329826136,1.4813055926200658,0.19646807239900205
DRC,2000,-2.82888507459125,-3.1716467834565343,3.5507504880816607,1.6416556972670795,0.04675148066412093,0.3148999979442028,-2.7948855413739557
DRC,2001,-1.5869987145892528,-3.544265418486651,3.2704654230793446,2.123969106707921,0.5512270057604802,0.9638866748426193,-2.7948855413739557
DRC,2002,-0.23815619712045413,-3.487383291874287,1.062223982772563,1.6546953029218825,0.7306323615031265,1.1577034634092547,-2.9175041591160933
DRC,2003,0.746488152497716,-1.904454722670089,0.5173580169600748,1.3667998767161698,0.8036842632332792,1.216371993100703,-2.745204446232404
DRC,2004,1.0211731976557834,-1.8714493312160978,-0.3420955043907969,1.9671350883344356,0.2308732562746224,1.2110581226066912,-2.192352277248171
DRC,2005,1.5827277607921602,-0.5916457791039815,0.9314246646247267,1.3304938244232196,0.04040245391893124,1.2751150910959232,-2.529274606895816
DRC,2006,0.3392702450843941,-2.969215953605748,0.5190700864241445,1.2629231139637935,-0.07895924889063524,1.2706351804627094,-2.4283011765188567
