,coint_1
GDP_Growth,-0.3042038284868364
Capital_Formation_lag1,0.00732300107354207
Inflation_lag1,0.03683016765339671
Exchange_Rate_lag1,-0.018538017000556368
Government_Debt_lag1,0.001178247049163001
Trade_Balance_lag1,0.14862465331616856
Reserves_lag1,-0.004137615006359013
