Trace Statistic,Critical Value 95%
300.13704460882167,125.6185
197.28330730073046,95.7542
123.59277883078663,69.8189
71.41558577778395,47.8545
44.98489845749158,29.7961
25.116144530504098,15.4943
11.238218494306077,3.8415
