Trace Statistic,Critical Value 95%
334.10302283409277,125.6185
201.01097524498925,95.7542
112.08042054332914,69.8189
64.98676801743872,47.8545
36.26077651790574,29.7961
16.024870184739388,15.4943
0.0011484085852126963,3.8415
