variable,count,mean,std,min,max
GDP_Growth,22,0.14079047625602792,1.488082642642393,-3.360784788398194,2.1592873412645295
Capital_Formation_lag1,22,-0.0008479588072588226,0.01956074315725338,-0.03814649631375566,0.037781557274168875
Inflation_lag1,22,0.009244320177473668,0.12482117163442678,-0.23659666235590837,0.3038725097033943
Exchange_Rate_lag1,22,0.0019513667413860664,0.03650894036936946,-0.09235696698074064,0.08123223944099367
Government_Debt_lag1,22,-0.0006650270963709817,0.016511295437970672,-0.03022863979690449,0.025245043629383623
Trade_Balance_lag1,22,-0.0014774369922867716,0.41558885040799226,-1.1777756983623737,0.7293357798618105
Reserves_lag1,22,-0.0001519481354616497,0.015008915675115963,-0.032901157610846,0.03338800543471976
