Trace Statistic,Critical Value 95%
,125.6185
135.28203472015787,95.7542
61.83305050740751,69.8189
30.19341789870238,47.8545
15.172214392758834,29.7961
5.004358116133141,15.4943
0.15265718673608664,3.8415
