,GDP_Growth,Capital_Formation_lag1,Inflation_lag1,Exchange_Rate_lag1,Government_Debt_lag1,Trade_Balance_lag1,Reserves_lag1
GDP_Growth,,0.2629529953449174,0.08136426394918377,0.19522100722035296,0.2898036969838943,0.08129540250344511,0.32132429500114396
Capital_Formation_lag1,0.07266779610109382,,0.15013818882392693,0.14721639040560477,0.0023708524001338715,0.1338856392345212,0.2735283981142565
Inflation_lag1,0.3347904332619126,0.8792812283255473,,0.05121545900606778,0.039304474398546146,0.047622193075905456,0.331399470015901
Exchange_Rate_lag1,0.10580286682062777,0.006421039800170485,0.4726070726636251,,0.004409259351855634,0.1278427136693672,0.46362380205574405
Government_Debt_lag1,0.01938161616843816,0.16302740877853023,0.08282854835439141,0.12437606488696226,,0.011607643153334736,0.27485410487322276
Trade_Balance_lag1,0.13043996144853587,0.3111268709721242,0.2633803054119317,0.06882947165692385,0.0952675432278667,,0.19213769667065347
Reserves_lag1,0.3246885160851371,0.13485846348705133,0.3802972280788034,0.22190012180071805,0.012305700053250407,0.07406938403918437,
